id,city,date,team1,team2,toss_winner,toss_decision,winner,player_of_match,venue
2,Chandigarh,4/19/2008,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,MEK Hussey,"Punjab Cricket Association Stadium, Mohali"
8,Chennai,4/23/2008,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,ML Hayden,"MA Chidambaram Stadium, Chepauk"
12,Chennai,4/26/2008,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,JDP Oram,"MA Chidambaram Stadium, Chepauk"
15,Bangalore,4/28/2008,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,M Chinnaswamy Stadium
28,Delhi,05-08-2008,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,MS Dhoni,Feroz Shah Kotla
32,Chennai,05-10-2008,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,Chennai Super Kings,L Balaji,"MA Chidambaram Stadium, Chepauk"
44,Kolkata,5/18/2008,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,M Ntini,Eden Gardens
55,Hyderabad,5/27/2008,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,Chennai Super Kings,SK Raina,"Rajiv Gandhi International Stadium, Uppal"
57,Mumbai,5/31/2008,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Chennai Super Kings,M Ntini,Wankhede Stadium
63,Port Elizabeth,4/20/2009,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,M Muralitharan,St George's Park
78,Centurion,4/30/2009,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,SK Raina,SuperSport Park
82,Johannesburg,05-02-2009,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Chennai Super Kings,SB Jakati,New Wanderers Stadium
85,East London,05-04-2009,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,Buffalo Park
90,Centurion,05-07-2009,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,ML Hayden,SuperSport Park
93,Kimberley,05-09-2009,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,S Badrinath,De Beers Diamond Oval
103,Port Elizabeth,5/16/2009,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,ML Hayden,St George's Park
110,Durban,5/20/2009,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,M Muralitharan,Kingsmead
123,Kolkata,3/16/2010,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,Eden Gardens
126,Delhi,3/19/2010,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,Chennai Super Kings,ML Hayden,Feroz Shah Kotla
143,Chennai,3/31/2010,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Chennai Super Kings,M Vijay,"MA Chidambaram Stadium, Chepauk"
147,Chennai,04-03-2010,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,M Vijay,"MA Chidambaram Stadium, Chepauk"
152,Chennai,04-06-2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,SK Raina,"MA Chidambaram Stadium, Chepauk"
163,Chennai,4/13/2010,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,R Ashwin,"MA Chidambaram Stadium, Chepauk"
169,Dharamsala,4/18/2010,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,MS Dhoni,Himachal Pradesh Cricket Association Stadium
173,Mumbai,4/22/2010,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,DE Bollinger,Dr DY Patil Sports Academy
175,Mumbai,4/25/2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,SK Raina,Dr DY Patil Sports Academy
176,Chennai,04-08-2011,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,S Anirudha,"MA Chidambaram Stadium, Chepauk"
189,Chennai,4/16/2011,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
203,Chennai,4/25/2011,Chennai Super Kings,Pune Warriors,Pune Warriors,field,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
205,Mumbai,4/27/2011,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,Chennai Super Kings,DE Bollinger,Dr DY Patil Sports Academy
213,Chennai,05-01-2011,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,JA Morkel,"MA Chidambaram Stadium, Chepauk"
217,Chennai,05-04-2011,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
226,Jaipur,05-09-2011,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,M Vijay,Sawai Mansingh Stadium
230,Chennai,05-12-2011,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,"MA Chidambaram Stadium, Chepauk"
238,Chennai,5/18/2011,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,Chennai Super Kings,WP Saha,"MA Chidambaram Stadium, Chepauk"
245,Mumbai,5/24/2011,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,SK Raina,Wankhede Stadium
248,Chennai,5/28/2011,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,M Vijay,"MA Chidambaram Stadium, Chepauk"
254,Visakhapatnam,04-07-2012,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Chennai Super Kings,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
261,Chennai,04-12-2012,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Chennai Super Kings,F du Plessis,"MA Chidambaram Stadium, Chepauk"
273,Chennai,4/19/2012,Chennai Super Kings,Pune Warriors,Pune Warriors,field,Chennai Super Kings,KMDN Kulasekara,"MA Chidambaram Stadium, Chepauk"
275,Chennai,4/21/2012,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,F du Plessis,"MA Chidambaram Stadium, Chepauk"
293,Chennai,05-04-2012,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,SK Raina,"MA Chidambaram Stadium, Chepauk"
302,Jaipur,05-10-2012,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,BW Hilfenhaus,Sawai Mansingh Stadium
305,Chennai,05-12-2012,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,BW Hilfenhaus,"MA Chidambaram Stadium, Chepauk"
309,Kolkata,5/14/2012,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,MEK Hussey,Eden Gardens
320,Bangalore,5/23/2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,MS Dhoni,M Chinnaswamy Stadium
321,Chennai,5/25/2012,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Chennai Super Kings,M Vijay,"MA Chidambaram Stadium, Chepauk"
332,Chandigarh,04-10-2013,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,MEK Hussey,"Punjab Cricket Association Stadium, Mohali"
337,Chennai,4/13/2013,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,RA Jadeja,"MA Chidambaram Stadium, Chepauk"
345,Delhi,4/18/2013,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings,MEK Hussey,Feroz Shah Kotla
347,Kolkata,4/20/2013,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,RA Jadeja,Eden Gardens
351,Chennai,4/22/2013,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
355,Chennai,4/25/2013,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,MS Dhoni,"MA Chidambaram Stadium, Chepauk"
359,Chennai,4/28/2013,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
363,Pune,4/30/2013,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,Subrata Roy Sahara Stadium
366,Chennai,05-02-2013,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,SK Raina,"MA Chidambaram Stadium, Chepauk"
376,Hyderabad,05-08-2013,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,SK Raina,"Rajiv Gandhi International Stadium, Uppal"
387,Chennai,5/14/2013,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,"MA Chidambaram Stadium, Chepauk"
395,Delhi,5/21/2013,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,MEK Hussey,Feroz Shah Kotla
406,Abu Dhabi,4/21/2014,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings,SK Raina,Sheikh Zayed Stadium
408,Chennai,4/23/2014,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,RA Jadeja,Dubai International Cricket Stadium
411,Mumbai,4/25/2014,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,MM Sharma,Dubai International Cricket Stadium
415,Sharjah,4/27/2014,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,DR Smith,Sharjah Cricket Stadium
419,Ranchi,05-02-2014,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,RA Jadeja,JSCA International Stadium Complex
424,Delhi,05-05-2014,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,DR Smith,Feroz Shah Kotla
431,Mumbai,05-10-2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,DR Smith,Wankhede Stadium
435,Ranchi,5/13/2014,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,RA Jadeja,JSCA International Stadium Complex
451,Bangalore,5/24/2014,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,MS Dhoni,M Chinnaswamy Stadium
456,Mumbai,5/28/2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,SK Raina,Brabourne Stadium
460,Chennai,04-09-2015,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Chennai Super Kings,A Nehra,"MA Chidambaram Stadium, Chepauk"
462,Chennai,04-11-2015,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,BB McCullum,"MA Chidambaram Stadium, Chepauk"
471,Mumbai,4/17/2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,A Nehra,Wankhede Stadium
479,Bangalore,4/22/2015,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,SK Raina,M Chinnaswamy Stadium
483,Chennai,4/25/2015,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,BB McCullum,"MA Chidambaram Stadium, Chepauk"
488,Chennai,4/28/2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,DJ Bravo,"MA Chidambaram Stadium, Chepauk"
495,Chennai,05-04-2015,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,SK Raina,"MA Chidambaram Stadium, Chepauk"
504,Chennai,05-10-2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,RA Jadeja,"MA Chidambaram Stadium, Chepauk"
510,Chandigarh,5/16/2015,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Chennai Super Kings,P Negi,"Punjab Cricket Association Stadium, Mohali"
516,Ranchi,5/22/2015,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,A Nehra,JSCA International Stadium Complex
13,Mumbai,4/27/2008,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,AC Gilchrist,Dr DY Patil Sports Academy
26,Chennai,05-06-2008,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,AC Gilchrist,"MA Chidambaram Stadium, Chepauk"
62,Cape Town,4/19/2009,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Deccan Chargers,RP Singh,Newlands
65,Cape Town,4/22/2009,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,Deccan Chargers,AC Gilchrist,Newlands
69,Durban,4/25/2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,PP Ojha,Kingsmead
72,Durban,4/27/2009,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,HH Gibbs,Kingsmead
88,Centurion,05-06-2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,RG Sharma,SuperSport Park
96,Kimberley,05-11-2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Deccan Chargers,DR Smith,De Beers Diamond Oval
104,Johannesburg,5/16/2009,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,RG Sharma,New Wanderers Stadium
113,Centurion,5/22/2009,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,AC Gilchrist,SuperSport Park
115,Johannesburg,5/24/2009,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,A Kumble,New Wanderers Stadium
